data_index,excel_row,split,curve_mae_db,curve_rmse_db,geometry_mean_abs_error,frequency_error_mhz,depth_error_db,true_resonance_ghz,pred_resonance_ghz,true_depth_db,pred_depth_db,true_sx,pred_sx,error_sx,true_sy,pred_sy,error_sy,true_sl,pred_sl,error_sl,true_sw,pred_sw,error_sw
43,45,train,0.1047298496797953,0.20797449178965677,2.0882452,0.0,1.8889693855858027,2.4230001,2.4230001,-27.343985,-25.455015218296033,10.0,7.553268,2.446732,0.0,4.256166,4.256166,1.0,2.3049912,1.3049912,3.0,3.3450918,0.34509182
44,46,train,0.15247800569793876,0.3834572349022912,1.1103392,0.0,0.31721206082881537,2.4122,2.4122,-29.384668,-29.06745628939091,8.0,6.734915,1.2650852,6.5,4.579818,1.9201822,3.6,3.040396,0.5596039,5.5,4.803515,0.69648504
45,47,validation,0.16120298584464665,0.32865239079558417,1.0626788,0.5999000000000976,2.05758877783499,2.4194,2.4188001,-28.573748,-26.516158857052705,6.5,7.213475,0.7134752,2.5,4.2614994,1.7614994,4.0,2.767086,1.232914,3.5,4.0428267,0.54282665
46,48,validation,0.3524010567487889,0.9168365165607727,1.8061796,0.6001000000002144,8.623239586194622,2.4014001,2.4008,-45.49548,-36.87223999754561,8.5,5.758194,2.741806,1.5,4.646174,3.146174,2.4,2.6453042,0.24530411,7.0,5.9085655,1.0914345
47,49,train,0.3249885843031957,0.6557020879777988,3.3175411,0.0,5.27761901029335,2.3947999,2.3947999,-39.542217,-34.26459824434532,9.5,4.3427105,5.1572895,0.5,3.7405257,3.2405257,4.8,1.458118,3.3418822,8.5,6.9695344,1.5304656
48,50,train,0.1994702435261936,0.41642831016370774,0.6073329,0.6001000000002144,2.8499801205432718,2.414,2.4133999,-30.525545,-27.675564999695986,6.0,6.554125,0.55412483,4.0,5.314219,1.314219,2.8,2.4004102,0.39958978,4.5,4.661398,0.16139793
49,51,train,2.026554420911862,5.007623542155947,0.9731059,37.799999999999834,15.13540867287017,2.3546,2.3924,-25.088919,-40.224327358783256,6.0,6.3805265,0.38052654,4.5,3.125403,1.3745971,4.4,4.208335,0.19166517,8.5,6.554365,1.9456348
50,52,train,0.25807526034890504,0.6471850917463343,0.53488815,0.0,4.212059917448347,2.405,2.405,-35.895985,-31.683924732209857,8.0,8.392892,0.39289188,3.5,4.382426,0.8824258,4.4,3.649323,0.7506771,6.5,6.386442,0.113557816
51,53,train,0.37657050692240757,0.8247481515767119,1.4957147,0.0,8.049554377748613,2.3756001,2.3756001,-42.34675,-34.29719397430217,4.0,5.8991065,1.8991065,8.5,6.600528,1.8994722,4.6,3.5079296,1.0920703,6.5,7.59221,1.0922098
52,54,train,0.14972444895599837,0.3077019994535824,0.70611054,0.0,1.548390618343639,2.4188001,2.4188001,-27.973328,-26.42493701837511,7.5,7.343273,0.15672684,5.5,4.285794,1.2142062,1.8,2.8319325,1.0319326,4.5,4.0784235,0.4215765
53,55,train,0.18137953149454672,0.40043329990309523,1.482123,0.6001000000002144,2.774062837515295,2.4175999,2.4182,-29.643892,-26.869829450692713,5.5,7.131994,1.6319938,2.0,4.009251,2.009251,4.4,2.8185368,1.5814633,3.5,4.205784,0.70578384
54,56,train,0.2780324219958219,0.8515414178379848,1.4554169,0.0,16.36775889488262,2.4026,2.4026,-47.174625,-30.806866501845896,2.5,5.2786427,2.7786427,1.5,3.9516954,2.4516954,1.8,1.9177551,0.117755175,5.5,5.9735746,0.47357464
55,57,train,0.20689002884007662,0.4477317447799043,2.0321133,0.6001000000002144,1.6618543162798858,2.4164,2.4170001,-28.108797,-26.446942757084372,3.5,6.7998695,3.2998695,8.5,4.6630745,3.8369255,2.8,2.6518846,0.1481154,3.5,4.343543,0.84354305
56,58,validation,0.07664888256530046,0.15859650929576644,1.5080733,0.6000999999997703,0.8772645321896775,2.4284,2.4277999,-25.173859,-24.296594110388448,11.0,10.606392,0.3936081,9.0,4.478001,4.521999,2.8,3.7550344,0.9550345,2.5,2.6616516,0.16165161
57,59,validation,0.19011170707126082,0.5662390598333695,0.92142767,0.0,3.523250059719942,2.411,2.411,-33.740623,-30.217373414401152,3.0,5.7048244,2.7048244,3.5,3.8406796,0.34067965,3.4,3.2907345,0.109265566,4.0,4.530941,0.530941
58,60,train,0.04866109822218707,0.10749299302334854,1.1699454,0.6000999999997703,1.0686316998006191,2.4254,2.4247999,-26.051085,-24.982452818631998,7.5,8.802962,1.3029623,6.5,4.4116483,2.0883517,1.8,2.69004,0.89004016,2.5,2.8984275,0.3984275
59,61,validation,0.4278377764860711,1.1693107235578646,0.76822203,5.400199999999966,6.468292092933311,2.3929999,2.3984001,-37.20814,-30.739849233970986,3.5,4.924237,1.4242368,3.0,3.5579946,0.5579946,2.6,2.0075831,0.59241676,6.0,6.49824,0.49824
60,62,validation,0.14855524716689347,0.28276770938794915,2.974053,0.6000999999997703,2.304087952501959,2.4212,2.4205999,-28.21927,-25.9151827536748,1.0,6.7284636,5.7284636,2.0,4.6003876,2.6003876,4.2,2.2850919,1.9149079,2.0,3.6524525,1.6524525
61,63,train,0.12583071337672608,0.23952488901225377,2.3614821,0.0,1.0683942458484026,2.4212,2.4212,-26.57016,-25.501765666260972,11.5,7.381764,4.118236,6.5,4.528401,1.9715991,3.0,2.4931235,0.50687647,6.5,3.6507835,2.8492165
62,64,train,1.8002893171001664,4.099039512641291,1.5790564,34.1999000000004,7.52088888884105,2.3648,2.3989999,-25.048477,-32.56936606169261,2.5,5.2456264,2.7456264,4.0,2.9394605,1.0605395,5.0,3.1437907,1.8562093,6.5,5.84615,0.6538501
63,65,validation,0.35380432659971384,0.9461689012303796,1.2924738,0.6001000000002144,1.2984533341570028,2.3887999,2.3894,-34.590908,-33.29245471638011,6.5,4.12014,2.37986,2.0,3.886236,1.886236,3.0,2.411137,0.5888629,7.0,6.685064,0.31493616
64,66,train,1.9702785003953662,4.6397107663438435,1.797286,45.00009999999976,5.82957317351973,2.3557999,2.4008,-24.958632,-30.78820468902266,8.0,6.4913673,1.5086327,3.5,3.1605043,0.33949566,2.4,3.9058025,1.5058024,10.0,6.164787,3.8352132
65,67,train,0.466379800296096,0.8759170451394734,1.3847045,0.0,2.968194449202585,2.3006001,2.3006001,-19.522593,-16.55439809535308,0.0,2.184553,2.184553,8.0,6.6003966,1.3996034,4.8,3.8564785,0.94352174,8.5,9.51114,1.0111399
66,68,validation,1.7036693036194914,3.9309636831175223,1.8845358,25.20010000000017,8.720784537804882,2.3648,2.3900001,-21.933208,-30.653993003381053,1.0,5.225798,4.225798,2.0,3.0122504,1.0122504,2.4,3.2013617,0.80136156,7.5,6.001267,1.498733
67,69,train,0.3253482934083625,0.7321903553545205,1.2918402,0.0,4.588627690140328,2.3834,2.3834,-37.88967,-33.301043635543266,1.5,4.006711,2.506711,6.5,5.5971513,0.9028487,1.4,2.4970345,1.0970346,7.5,6.8392334,0.6607666
68,70,train,0.5419353841526574,0.99846880859802,0.9968388,1.8000000000002458,3.5938201049036884,2.3318,2.3336,-23.631058,-20.037237634354124,6.0,3.9161925,2.0838075,7.0,6.285374,0.71462584,4.0,3.7517977,0.24820232,9.5,8.55928,0.9407196
69,71,train,0.10939042611374701,0.22520689387831574,0.56833744,0.5999000000000976,1.098512679252785,2.4289999,2.4284,-25.414066,-24.31555363544448,11.0,10.836703,0.1632967,3.0,4.14047,1.14047,3.8,3.957733,0.15773296,3.5,2.68815,0.8118501
70,72,train,0.33623082961560724,0.773250962758455,1.7205284,0.0,5.978296948019228,2.3834,2.3834,-39.436836,-33.45853929465655,0.0,3.965167,3.965167,7.0,5.450317,1.5496831,3.0,2.4536796,0.54632044,6.0,6.820943,0.8209429
71,73,train,0.325900363656572,0.5737834087920228,1.928536,1.1999000000000315,1.0464263745955122,2.4061999,2.405,-31.113857,-30.067430894691597,11.0,8.218298,2.781702,5.5,3.9970121,1.5029879,3.4,4.144,0.74399996,9.0,6.3145456,2.6854544
72,74,validation,0.05657285365861872,0.12478610645206344,1.0603899,0.0,1.3659292523350572,2.4242001,2.4242001,-26.495893,-25.129964226058497,10.0,8.28905,1.7109499,5.0,4.2300153,0.7699847,1.6,2.4910915,0.89109147,4.0,3.1304665,0.86953354
73,75,validation,0.05881692488687085,0.15299175750325722,1.8838549,0.0,1.9182597146861795,2.4242001,2.4242001,-27.070318,-25.15205850735972,11.0,8.295277,2.7047234,0.0,4.1923366,4.1923366,3.0,2.4487138,0.5512862,3.0,3.0870733,0.087073326
74,76,train,0.04662643935387438,0.10271156579105842,2.1870794,0.0,0.8443759951141914,2.4247999,2.4247999,-25.838614,-24.994237515017645,12.0,8.652636,3.3473644,6.5,4.3276343,2.1723657,3.0,2.700276,0.2997241,6.0,3.0711365,2.9288635
75,77,validation,0.08396795667314724,0.162488456972743,2.8279448,0.0,1.3722653818888375,2.4236,2.4236,-26.655115,-25.28284974567464,0.5,7.8842525,7.3842525,6.0,4.224562,1.7754378,1.0,2.3920386,1.3920386,2.5,3.26005,0.76005006
76,78,validation,0.5929430716253321,1.313843524903145,1.3296452,4.1999999999999815,1.6531118213464744,2.3510001,2.3552001,-20.982145,-22.635257130794717,6.5,5.0275307,1.4724693,0.5,3.5838227,3.0838227,4.4,4.22812,0.17188025,8.5,7.9095917,0.5904083
77,79,validation,0.32163016214204315,0.7905172296685308,1.4393415,1.1999000000000315,1.4105744381678065,2.4122,2.4133999,-24.177448,-25.588022710872885,9.0,7.8647194,1.1352806,1.0,4.5240507,3.5240507,3.6,3.5184808,0.08151913,6.0,4.9834843,1.0165157
78,80,validation,0.31218208863537616,0.7597969168034251,1.2632296,4.1999999999999815,0.8015403271459363,2.4331999,2.4289999,-24.103065,-24.904605817868593,12.0,10.9690895,1.0309105,6.0,4.777286,1.222714,4.2,4.442962,0.24296236,5.5,2.9436681,2.5563319
79,81,validation,0.06117378445864093,0.1254876259984775,1.9836348,0.6001000000002144,1.2171094974779848,2.4236,2.4242001,-26.355959,-25.138849441120648,5.0,8.218856,3.2188559,7.5,4.227223,3.272777,1.2,2.484524,1.284524,3.0,3.1583824,0.15838242
80,82,train,0.4309966322570235,0.8780593720470311,0.5276062,1.799800000000129,2.2335701541241626,2.3185999,2.3168001,-17.427408,-15.193838064259626,2.0,2.5881436,0.5881436,3.5,3.7161875,0.21618748,4.4,3.5184822,0.8815179,8.5,8.924576,0.4245758
81,83,train,0.3642734031087491,0.782268963741014,1.524993,0.6000999999997703,2.6876517021436825,2.3894,2.3900001,-32.49661,-35.18426043627454,0.5,4.421237,3.921237,3.5,4.2227597,0.7227597,3.2,2.5766845,0.6233156,5.5,6.3326597,0.8326597
82,84,validation,0.1584996635004671,0.3751472191133293,0.8947148,0.0,1.4084902856702612,2.4128001,2.4128001,-30.289639,-28.881148233616848,8.0,6.693178,1.3068218,5.5,4.6567044,0.8432956,2.2,2.8723884,0.6723883,5.5,4.7436466,0.7563534
83,85,train,0.12977165548107825,0.23589968713510936,3.408183,0.0,1.0730607433029888,2.4217999,2.4217999,-26.639496,-25.566435106306386,0.0,7.2530403,7.2530403,9.0,4.436578,4.563422,1.6,2.3758168,0.7758168,2.5,3.5404527,1.0404527
84,86,validation,0.528278040703944,1.4508036188315019,1.2795706,0.6001000000002144,6.393975731695832,2.4098001,2.4092,-35.852158,-29.458181861077605,4.5,6.0127726,1.5127726,1.5,3.953334,2.453334,3.0,3.3836741,0.38367414,4.5,5.2685013,0.7685013
85,87,train,0.1450951019798058,0.3728665952471079,3.4095175,0.0,0.18067426887368399,2.4122,2.4122,-28.986977,-28.806302354661472,11.5,6.847056,4.652944,8.5,4.595593,3.904407,1.2,3.0932972,1.8932972,8.0,4.812578,3.1874218
86,88,train,0.262285640776224,0.49174439376667006,0.6933811,2.9999999999996696,1.1370396370956861,2.2981999,2.3011999,-16.303556,-15.166516805165056,3.0,1.9767952,1.0232048,4.0,4.350168,0.35016823,3.2,3.9932292,0.7932291,10.0,9.393078,0.60692215
87,89,train,0.2784111904528598,0.6378325490393226,0.7545356,0.0,7.166699795412512,2.3792,2.3792,-44.704746,-37.53804645092538,5.0,6.5475454,1.5475454,9.0,8.180158,0.81984234,2.2,2.5514283,0.35142827,7.5,7.7993264,0.29932642
88,90,train,0.37143110740990665,0.6579373955684413,0.44074053,0.0,3.551090293890887,2.3924,2.3924,-48.813908,-45.26281732940013,8.0,8.488806,0.48880577,5.0,5.901973,0.9019728,3.8,3.6900687,0.10993123,7.5,7.7622523,0.26225233
89,91,train,0.2385750180118639,0.5694767927898027,3.266465,0.0,1.5485254539223092,2.414,2.414,-24.286036,-25.834560991642036,2.0,7.632512,5.632512,1.0,4.8496213,3.8496213,5.0,3.1865957,1.8134043,3.0,4.770322,1.7703218
90,92,validation,0.47535809051973765,0.8939344169617667,1.3929056,2.3998999999998993,1.0276811590963604,2.3348,2.3371999,-20.242304,-19.21462268917024,0.0,2.7891285,2.7891285,5.0,4.717025,0.2829752,4.6,3.148636,1.4513638,7.5,8.548155,1.0481548
91,93,train,0.252340218433964,0.5175004016287024,0.76062524,1.8000000000002458,0.9580716811277696,2.3,2.3018,-15.854952,-14.896880177392738,2.0,2.2517755,0.2517755,3.5,4.4067693,0.9067693,2.8,3.9776077,1.1776078,10.0,9.293652,0.7063484
92,94,validation,0.2708072405393763,0.7627624503806928,2.7194314,2.4000000000001798,8.3946564397033,2.3954,2.3978,-39.53137,-31.136711815911934,1.5,5.4427633,3.9427633,8.0,5.029933,2.970067,3.6,1.5881935,2.0118065,5.0,6.953089,1.9530892
93,95,validation,0.17549830788634802,0.3826521758450744,1.6354508,0.6001000000002144,2.399223186712355,2.4175999,2.4182,-29.245495,-26.846271655816942,2.0,7.170615,5.170615,4.0,4.016322,0.016322136,3.0,2.8329349,0.16706514,3.0,4.187801,1.1878009
94,96,train,0.2248896782194078,0.9042073390401092,1.3116766,0.5998000000002612,21.677219354073408,2.3989999,2.3984001,-56.13625,-34.45903018816292,7.0,7.194359,0.19435883,2.0,6.494133,4.494133,2.6,2.2467933,0.35320663,6.5,6.705008,0.20500803
95,97,train,0.1996895866028084,0.5234204270684971,1.0950278,0.0,3.586482688930957,2.4103999,2.4103999,-34.795547,-31.209064796420606,3.0,5.4520206,2.4520206,2.5,3.7331717,1.2331717,3.4,3.3297055,0.07029462,4.0,4.6246243,0.62462425
96,98,train,0.044632815684294315,0.09800666159907533,1.6746875,0.6000999999997703,0.20068751425493403,2.4272001,2.4266,-24.888508,-24.687820328762644,10.0,10.046222,0.046221733,9.0,4.7117915,4.2882085,4.0,3.406535,0.5934651,4.5,2.7291455,1.7708545
97,99,validation,0.826873295360887,1.8799304479830914,1.3273208,16.800200000000043,9.166076842279182,2.3498001,2.3329999,-26.824451,-17.65837460425402,7.0,5.305585,1.6944151,1.0,4.207835,3.2078352,4.8,4.614195,0.18580532,9.0,8.778772,0.22122765
98,100,train,0.05027525393093968,0.11703890856864206,0.95649385,0.5999000000000976,0.8529517007666385,2.4266,2.4260001,-25.670507,-24.817555730263635,10.0,9.866666,0.13333416,2.0,4.829356,2.8293562,3.4,3.1745682,0.22543192,2.0,2.6378531,0.63785315
99,101,train,0.1441280764116732,0.276486378272711,1.214082,0.6000999999997703,2.1842739494601346,2.4212,2.4205999,-28.051178,-25.86690402905549,5.0,6.8444624,1.8444624,2.5,4.6078815,2.1078815,1.6,2.3340003,0.7340003,3.5,3.669984,0.1699841
100,102,train,0.2909219210778293,0.6345181682032948,1.2371827,0.5999000000000976,2.972756393102202,2.3906,2.3900001,-32.03636,-35.00911808743814,5.0,5.1933913,0.19339132,0.5,4.4253826,3.9253826,3.4,2.880473,0.5195272,6.0,6.31043,0.31043005
101,103,train,0.048368881841466836,0.10408810125704263,1.0326219,0.0,0.848694417441969,2.4254,2.4254,-25.786318,-24.937623407875414,8.5,9.067591,0.5675907,6.5,4.5462236,1.9537764,3.6,2.813273,0.78672695,2.0,2.8223934,0.8223934
102,104,train,0.8279487456883697,2.014278576703879,1.5039767,16.200100000000273,1.4719462962524261,2.3522,2.3684001,-20.479221,-19.007275047741715,0.5,5.0489435,4.5489435,3.0,3.47021,0.47021008,3.2,4.1152277,0.91522765,7.5,7.5815253,0.081525326
103,105,train,0.4010642530819066,0.9151027963633185,0.87080526,2.3998999999998993,4.565235174526544,2.3041999,2.3018,-20.122997,-15.557762109409003,5.0,2.7878613,2.2121387,7.5,6.919849,0.5801511,4.0,4.0021086,0.002108574,10.0,9.311177,0.68882275
